idx,projection,refused
0,3.1323723793029785,1
1,3.3460707664489746,1
2,2.183253049850464,1
3,3.4754793643951416,1
4,3.692699670791626,1
5,3.562734842300415,1
6,3.2064895629882812,1
7,3.5465338230133057,1
8,2.7793147563934326,1
9,2.823421001434326,1
10,3.4560632705688477,1
11,2.0937225818634033,1
12,3.8613100051879883,1
13,3.3013651371002197,1
14,3.6967525482177734,1
15,2.8005309104919434,1
16,3.3691530227661133,1
17,3.2431278228759766,1
18,3.5543289184570312,1
19,2.8239734172821045,1
20,2.2142460346221924,1
21,2.9251420497894287,1
22,3.6828014850616455,1
23,2.796452522277832,1
24,3.1261024475097656,1
25,2.3242201805114746,1
26,1.3405752182006836,0
27,2.9154300689697266,1
28,3.0908565521240234,1
29,3.306614875793457,1
30,3.831958055496216,1
31,2.197941541671753,1
32,3.8138296604156494,1
33,3.3852314949035645,1
34,3.619983196258545,1
35,3.112058162689209,1
36,3.4818460941314697,1
37,3.482560634613037,1
38,3.238654613494873,1
39,1.6459591388702393,0
40,2.253787040710449,1
41,3.1198947429656982,1
42,3.06235933303833,1
43,2.013366222381592,1
44,2.939556837081909,1
45,2.6666738986968994,1
46,3.4010095596313477,1
47,3.081961154937744,1
48,2.954310417175293,1
49,2.6974587440490723,1
50,2.6100046634674072,1
51,3.483717441558838,1
52,2.7165346145629883,1
53,2.9323158264160156,1
54,3.319383144378662,1
55,3.367065906524658,1
56,3.720294952392578,1
57,2.581076145172119,1
58,2.5974464416503906,1
59,2.8253445625305176,1
60,2.928030252456665,1
61,3.4949469566345215,1
62,2.5913684368133545,1
63,3.88619327545166,1
64,3.134042739868164,1
65,3.0620431900024414,1
66,3.8179686069488525,1
67,2.5949225425720215,1
68,3.1497883796691895,1
69,3.1540932655334473,1
70,3.5615344047546387,1
71,3.405836582183838,1
72,2.2007217407226562,1
73,3.386488199234009,1
74,3.4631645679473877,1
75,2.6776328086853027,1
76,3.548578977584839,1
77,2.7010247707366943,1
78,3.4125046730041504,1
79,3.1233644485473633,1
80,3.2401556968688965,1
81,3.525552749633789,1
82,3.4699580669403076,1
83,3.454874277114868,1
84,3.720663070678711,1
85,3.0362236499786377,1
86,3.304417848587036,1
87,3.2895617485046387,1
88,3.1398842334747314,1
89,3.1593990325927734,1
90,2.8697192668914795,1
91,2.4217898845672607,1
92,3.0058703422546387,1
93,3.129056930541992,1
94,2.9448471069335938,1
95,3.520442485809326,1
96,2.515169858932495,1
97,1.9708144664764404,1
98,3.310433864593506,1
99,3.9597256183624268,1
